LastName,,Trump,Clinton
FirstName,,Donald,Hillary
OfficeTitle,,President and Vice President,President and Vice President
LocalityCode,precinct_name,,
1,## Provi,1.0,3.0
1,ACCOMAC,637.0,486.0
1,ATLANTIC,553.0,175.0
1,BLOXOM,342.0,141.0
1,BOBTOWN,369.0,202.0
1,CHINCOTE,1188.0,444.0
1,Central ,644.0,784.0
1,GREENBAC,697.0,302.0
1,MAPPSVIL,243.0,397.0
1,MELFA,392.0,436.0
1,NANDUA,976.0,805.0
1,NEW CHUR,592.0,713.0
1,PAINTER,618.0,1042.0
1,PARKSLEY,489.0,218.0
1,RUE,119.0,385.0
1,SAXIS,153.0,42.0
1,TANGIER,221.0,27.0
1,WACHAPRE,349.0,138.0
3,## Provi,29.0,48.0
3,AGNOR-HU,406.0,1106.0
3,BAKER-BU,938.0,1117.0
3,BELFIELD,290.0,431.0
3,BRANCHLA,208.0,546.0
3,BROWNSVI,1192.0,1802.0
3,CALE,805.0,2198.0
3,COUNTRY ,555.0,957.0
3,CROZET,1081.0,1576.0
3,Central ,1828.0,4707.0
3,DUNLORA,592.0,1363.0
3,EARLYSVI,1045.0,1061.0
3,EAST IVY,245.0,397.0
3,FREE BRI,823.0,1627.0
3,FREE UNI,444.0,484.0
3,GEORGETO,398.0,1338.0
3,HOLLYMEA,654.0,971.0
3,IVY,818.0,1692.0
3,JACK JOU,531.0,897.0
3,KESWICK,397.0,538.0
3,MONTICEL,547.0,445.0
3,NORTHSID,901.0,1161.0
3,PORTERS,388.0,588.0
3,RED HILL,738.0,1103.0
3,SCOTTSVI,590.0,445.0
3,STONE RO,997.0,909.0
3,STONY PO,530.0,534.0
3,UNIVERSI,407.0,1851.0
3,WOODBROO,680.0,1192.0
3,YELLOW M,202.0,261.0
5,## Provi,1.0,1.0
5,ARRITT,521.0,138.0
5,CALLAGHA,325.0,74.0
5,Central ,331.0,203.0
5,DAMERON,196.0,51.0
5,DISTRICT,0.0,0.0
5,DOLLY AN,360.0,129.0
5,GRIFFITH,450.0,176.0
5,HUMPBACK,290.0,103.0
5,IRON GAT,155.0,104.0
5,JACKSON ,461.0,141.0
5,LOW MOOR,335.0,137.0
5,PETERS S,551.0,188.0
7,## Provi,4.0,6.0
7,Central ,511.0,287.0
7,NUMBER F,0.0,0.0
7,NUMBER O,740.0,334.0
7,NUMBER T,0.0,0.0
9,## Provi,0.0,0.0
9,AMELON,1487.0,711.0
9,COOLWELL,492.0,121.0
9,COURT HO,1112.0,721.0
9,Central ,654.0,519.0
9,ELON,1450.0,474.0
9,LONCO,386.0,194.0
9,MADISON,1419.0,815.0
9,MONROE,594.0,217.0
9,NEW GLAS,799.0,426.0
9,PLEASANT,322.0,110.0
9,TEMPERAN,569.0,200.0
9,WRIGHT S,435.0,549.0
11,## Provi,1.0,0.0
11,AGEE,254.0,139.0
11,CHAP,210.0,147.0
11,COURTHOU,914.0,329.0
11,Central ,360.0,137.0
11,OAKVILLE,688.0,299.0
11,PAMPLIN,704.0,282.0
11,SPOUT SP,964.0,208.0
11,STONEWAL,625.0,214.0
11,US  460,545.0,164.0
11,VERA,450.0,104.0
13,## Provi,31.0,137.0
13,ABINGDON,274.0,1331.0
13,ARLINGTO,0.0,0.0
13,ASHLAWN,225.0,689.0
13,ASHTON H,275.0,1257.0
13,AURORA H,249.0,730.0
13,AUSA,296.0,922.0
13,BALLSTON,322.0,1180.0
13,BARCROFT,280.0,1077.0
13,BUCKINGH,251.0,1218.0
13,CAMPBELL,171.0,1263.0
13,CENTRAL,386.0,1537.0
13,CHERRYDA,298.0,1170.0
13,CLARENDO,224.0,984.0
13,COLUMBIA,344.0,1450.0
13,CRYSTAL ,0.0,0.0
13,Central ,4488.0,31140.0
13,DAWSON T,177.0,1021.0
13,DOMINION,281.0,1135.0
13,EAST FAL,260.0,786.0
13,FAIRLING,333.0,1184.0
13,FILLMORE,372.0,1771.0
13,FOUR MIL,193.0,1102.0
13,GLEBE,215.0,1373.0
13,GLEN CAR,256.0,906.0
13,GUNSTON,241.0,1068.0
13,HUME,412.0,1512.0
13,JEFFERSO,353.0,1149.0
13,LEXINGTO,320.0,1190.0
13,LYON PAR,341.0,1359.0
13,LYON VIL,311.0,1236.0
13,MADISON,488.0,887.0
13,MARSHALL,412.0,1228.0
13,MONROE,174.0,845.0
13,NAVY LEA,259.0,1166.0
13,NOTTINGH,362.0,1003.0
13,OAKRIDGE,202.0,523.0
13,OVERLEE ,337.0,1251.0
13,PARK LAN,401.0,1701.0
13,ROCK SPR,383.0,1015.0
13,ROSSLYN,319.0,1466.0
13,SHIRLING,270.0,1104.0
13,TAYLOR,95.0,387.0
13,THRIFTON,345.0,893.0
13,VIRGINIA,0.0,0.0
13,WAKEFIEL,323.0,1628.0
13,WESTOVER,310.0,1239.0
13,WILSON,376.0,1589.0
13,WOODLAWN,354.0,1492.0
13,YORKTOWN,314.0,1012.0
15,## Provi,11.0,9.0
15,BUFFALO ,763.0,194.0
15,CEDAR GR,861.0,331.0
15,CHURCHVI,0.0,0.0
15,CRAIGSVI,525.0,113.0
15,CRIMORA,1512.0,349.0
15,Central ,1628.0,827.0
15,DEERFIEL,268.0,32.0
15,DOOMS,989.0,256.0
15,FISHERSV,1510.0,629.0
15,FORT DEF,1866.0,623.0
15,GREENVIL,1211.0,264.0
15,JOLIVUE,594.0,266.0
15,LYNDHURS,1165.0,425.0
15,MIDDLEBR,570.0,166.0
15,MOUNT SO,777.0,120.0
15,NEW HOPE,845.0,218.0
15,NORTH RI,536.0,113.0
15,RIDGEVIE,1866.0,527.0
15,SHERANDO,856.0,232.0
15,SPOTTSWO,640.0,162.0
15,STUARTS ,769.0,310.0
15,VERONA,1307.0,405.0
15,WEYERS C,1279.0,416.0
15,WHITE HI,1323.0,341.0
15,WILSON,1122.0,545.0
17,## Provi,0.0,0.0
17,BURNSVIL,81.0,19.0
17,Central ,115.0,75.0
17,FAIRVIEW,268.0,39.0
17,HEALING ,288.0,108.0
17,HOT SPRI,180.0,127.0
17,MILLBORO,313.0,117.0
17,MOUNTAIN,60.0,11.0
17,WARM SPR,243.0,107.0
19,## Provi,0.0,0.0
19,BEDFORD ,0.0,0.0
19,BETHESDA,574.0,161.0
19,BIG ISLA,336.0,100.0
19,BOONSBOR,0.0,0.0
19,CHAMBLIS,942.0,263.0
19,Central ,0.0,0.0
19,FOREST E,1285.0,414.0
19,FOREST Y,578.0,185.0
19,GOODE VO,1349.0,269.0
19,GOODVIEW,1366.0,310.0
19,HARDY VO,553.0,163.0
19,HUDDLEST,489.0,129.0
19,KNIGHTS ,1632.0,526.0
19,LIBERTY ,656.0,225.0
19,MONETA E,1303.0,406.0
19,MONTVALE,890.0,237.0
19,NEW LOND,2055.0,439.0
19,Quaker B,411.0,135.0
19,SAUNDERS,913.0,305.0
19,SEDALIA ,455.0,124.0
19,SHADY GR,992.0,241.0
19,ST. PAUL,1210.0,320.0
19,STAUNTON,641.0,179.0
19,STEWARTS,864.0,222.0
19,SUCK SPR,659.0,189.0
19,THAXTON ,0.0,0.0
19,THOMAS J,827.0,283.0
21,## Provi,1.0,0.0
21,BASTIAN,315.0,48.0
21,CERES,314.0,52.0
21,Central ,157.0,43.0
21,DAVIS,100.0,21.0
21,HOLLYBRO,319.0,47.0
21,MECHANIC,164.0,24.0
21,ROCKY GA,652.0,117.0
21,SEDDON,551.0,101.0
23,## Provi,6.0,2.0
23,BLUE RID,1347.0,415.0
23,BUCHANAN,1162.0,361.0
23,CLOVERDA,1638.0,598.0
23,Central ,1058.0,568.0
23,DALEVILL,1179.0,489.0
23,EAGLE RO,782.0,205.0
23,FINCASTL,1495.0,493.0
23,GREENFIE,1419.0,390.0
23,MILL CRE,1111.0,328.0
23,RAINBOW ,1358.0,394.0
23,TROUTVIL,820.0,251.0
25,## Provi,0.0,8.0
25,ALBERTA,74.0,75.0
25,BRODNAX,158.0,189.0
25,Central ,366.0,407.0
25,DANIELTO,311.0,330.0
25,DROMGOOL,93.0,118.0
25,EDGERTON,176.0,485.0
25,ELMORE,144.0,166.0
25,FITZHUGH,171.0,350.0
25,KING'S S,93.0,271.0
25,ROCK STO,309.0,241.0
25,SEYMOUR,130.0,176.0
25,STURGEON,371.0,653.0
25,TILLMAN,413.0,228.0
25,TOTARO,237.0,784.0
27,## Provi,2.0,0.0
27,BLACKEY,342.0,52.0
27,BULL,434.0,83.0
27,CONTRARY,435.0,69.0
27,COUNCIL,277.0,75.0
27,Central ,674.0,242.0
27,FOX,102.0,55.0
27,GARDEN,404.0,88.0
27,GRASSY,73.0,27.0
27,HURLEY,746.0,105.0
27,HURRICAN,244.0,88.0
27,NORTH GR,467.0,109.0
27,OAKWOOD,57.0,13.0
27,PRATER,412.0,117.0
27,ROCKLICK,496.0,89.0
27,SLATE,537.0,134.0
27,SOUTH GR,662.0,140.0
27,VANSANT,415.0,96.0
27,WHITEWOO,517.0,139.0
29,## Provi,1.0,0.0
29,CURDSVIL,411.0,243.0
29,Central ,278.0,228.0
29,GEORGIA ,159.0,82.0
29,GLENMORE,306.0,300.0
29,GOLD HIL,334.0,327.0
29,MAYSVILL,638.0,406.0
29,NEW CANT,488.0,437.0
29,NEW STOR,368.0,124.0
29,SLATE RI,355.0,549.0
29,WHITE HA,294.0,287.0
29,WRIGHTS,318.0,145.0
31,## Provi,18.0,3.0
31,ALTAVIST,1135.0,653.0
31,BEDFORD ,1650.0,425.0
31,BROOKNEA,696.0,348.0
31,BROOKVIL,1528.0,440.0
31,CONCORD,1420.0,474.0
31,COURT HO,1721.0,447.0
31,Central ,1293.0,648.0
31,EVINGTON,573.0,175.0
31,GLADYS,1039.0,462.0
31,KINGS,1025.0,401.0
31,MORRIS C,454.0,173.0
31,NEW LOND,1629.0,420.0
31,OTTER RI,546.0,163.0
31,SPRING H,1722.0,424.0
31,THREE FO,1000.0,216.0
31,WALKER,1181.0,421.0
31,YELLOW B,921.0,371.0
33,## Provi,4.0,7.0
33,BOWLING ,715.0,387.0
33,CARMEL C,214.0,355.0
33,CHILESBU,603.0,525.0
33,Central ,630.0,654.0
33,DAWN,651.0,990.0
33,LAKE,475.0,338.0
33,MILFORD,498.0,403.0
33,NORTH MA,495.0,476.0
33,PORT ROY,361.0,217.0
33,SOUTH MA,723.0,469.0
33,SPARTA,558.0,328.0
33,WEST MAT,451.0,666.0
33,WOODFORD,769.0,617.0
35,## Provi,10.0,2.0
35,Central ,880.0,285.0
35,DUGSPUR,253.0,42.0
35,FANCY GA,446.0,119.0
35,GLADESBO,549.0,161.0
35,GLADEVIL,805.0,148.0
35,HILLSVIL,0.0,0.0
35,LAMBSBUR,331.0,70.0
35,LAUREL,491.0,91.0
35,LAUREL F,387.0,100.0
35,MT BETHE,426.0,92.0
35,OAKLAND ,0.0,0.0
35,ST PAUL,618.0,104.0
35,SYLVATUS,477.0,99.0
35,VAUGHAN,329.0,56.0
35,WOODLAWN,0.0,0.0
36,## Provi,1.0,0.0
36,Central ,149.0,444.0
36,PRECINCT,0.0,0.0
37,## Provi,0.0,0.0
37,BACON/SA,373.0,291.0
37,COUNTY S,511.0,324.0
37,CULLEN/R,451.0,269.0
37,Central ,195.0,212.0
37,DRAKES B,404.0,233.0
37,KEYSVILL,505.0,274.0
37,PHENIX,548.0,247.0
37,RED OAK ,492.0,305.0
41,## Provi,0.0,0.0
41,BAILEY B,1675.0,676.0
41,BEACH,711.0,203.0
41,BEAUFONT,304.0,775.0
41,BELGRADE,1092.0,1006.0
41,BELLWOOD,711.0,631.0
41,BELMONT,215.0,1108.0
41,BEULAH,812.0,1452.0
41,BIRD,416.0,288.0
41,BIRKDALE,1639.0,1034.0
41,BLACK HE,844.0,597.0
41,BON AIR,1041.0,1134.0
41,BRANDERM,1234.0,1069.0
41,CARVER,873.0,885.0
41,CHIPPENH,192.0,568.0
41,COSBY,1629.0,1197.0
41,CRANBECK,620.0,826.0
41,CRENSHAW,1821.0,1418.0
41,CRESTWOO,583.0,560.0
41,Central ,0.0,0.0
41,DAVIS,360.0,1416.0
41,DEER RUN,603.0,350.0
41,DREWRYS ,672.0,1017.0
41,DUTCH GA,769.0,620.0
41,ECOFF,1701.0,1033.0
41,EDGEWATE,547.0,474.0
41,ELIZABET,1649.0,1453.0
41,ENON,1648.0,1026.0
41,ETTRICK,455.0,2411.0
41,EVERGREE,0.0,0.0
41,FALLING ,741.0,1627.0
41,FIVE FOR,1037.0,1695.0
41,GATES,954.0,680.0
41,GENITO,1871.0,1693.0
41,GREENFIE,964.0,1121.0
41,HARBOUR ,766.0,578.0
41,HARROWGA,1479.0,1561.0
41,HOPKINS,44.0,288.0
41,HUGUENOT,657.0,805.0
41,IRON BRI,1656.0,1425.0
41,JACOBS,662.0,720.0
41,LA PRADE,1125.0,987.0
41,MANCHEST,532.0,629.0
41,MATOACA,1400.0,1261.0
41,MEADOWBR,593.0,1448.0
41,MIDLOTHI,0.0,0.0
41,MONACAN,712.0,537.0
41,NASH,1794.0,953.0
41,NORTH CH,1505.0,828.0
41,North Bi,269.0,587.0
41,POCOSHOC,278.0,913.0
41,PROVIDEN,904.0,1077.0
41,REAMS,1099.0,1676.0
41,ROBIOUS,1729.0,1293.0
41,ROSELAND,437.0,275.0
41,SALEM CH,1388.0,1139.0
41,SALISBUR,1696.0,1086.0
41,SHENANDO,890.0,948.0
41,SKINQUAR,2315.0,1142.0
41,SMOKETRE,1040.0,745.0
41,SOUTH CH,1149.0,955.0
41,SOUTH MA,373.0,441.0
41,SOUTHSID,656.0,2479.0
41,SPRING R,1345.0,887.0
41,ST. LUKE,659.0,572.0
41,SWIFT CR,1149.0,966.0
41,SYCAMORE,1280.0,929.0
41,TOMAHAWK,1318.0,933.0
41,WAGSTAFF,650.0,622.0
41,WATKINS,1443.0,1034.0
41,WELLS,1015.0,1032.0
41,WEST BEA,478.0,311.0
41,WINFREES,1996.0,707.0
41,WINTERPO,2039.0,657.0
41,WOOLRIDG,1681.0,1197.0
43,## Provi,4.0,4.0
43,BERRYVIL,630.0,572.0
43,BLUE RID,231.0,144.0
43,BUCKMARS,605.0,380.0
43,Central ,505.0,483.0
43,MILLWOOD,588.0,378.0
43,PINE GRO,278.0,161.0
43,RUSSELL,1006.0,423.0
43,WHITE PO,814.0,506.0
45,## Provi,1.0,0.0
45,AMMENDAL,485.0,95.0
45,BARBOURS,169.0,45.0
45,COURT HO,415.0,86.0
45,CRAIG CI,448.0,83.0
45,CRAIG SP,185.0,55.0
45,GIVENS &,226.0,91.0
45,MARSHALL,180.0,70.0
45,PAINT BA,31.0,16.0
47,## Provi,6.0,11.0
47,BRANDY S,1126.0,430.0
47,BROWNS S,1294.0,566.0
47,CARDOVA,669.0,283.0
47,Central ,1230.0,1179.0
47,EAST FAI,983.0,1092.0
47,EGGBORNS,909.0,328.0
47,ELDORADO,877.0,362.0
47,JEFFERSO,1136.0,490.0
47,LIGNUM,589.0,254.0
47,MITCHELL,172.0,91.0
47,PEARL SA,1087.0,617.0
47,RICHARDS,338.0,105.0
47,RIXEYVIL,1104.0,414.0
47,SOUTH RI,301.0,257.0
47,WEST FAI,1254.0,1076.0
47,WILLOW S,274.0,204.0
49,## Provi,2.0,2.0
49,Central ,187.0,148.0
49,PRECINCT,0.0,0.0
51,## Provi,0.0,0.0
51,CLINCHCO,418.0,119.0
51,Central ,537.0,242.0
51,FRYING P,138.0,21.0
51,HAYSI-CO,748.0,264.0
51,HERALD,307.0,36.0
51,NORA,305.0,63.0
51,NORTH CL,689.0,163.0
51,RIDGE,528.0,92.0
51,SOUTH CL,901.0,241.0
51,TARPON,200.0,78.0
51,WEST DAN,161.0,16.0
53,## Provi,0.0,0.0
53,CHERRY H,237.0,270.0
53,CHESDIN,601.0,1162.0
53,CHURCH R,944.0,211.0
53,Central ,717.0,785.0
53,DINWIDDI,734.0,465.0
53,EDGEHILL,70.0,166.0
53,LITTLE Z,532.0,600.0
53,MCKENNEY,428.0,300.0
53,NEW HOPE,548.0,341.0
53,REAMS,333.0,179.0
53,ROCKY RU,582.0,209.0
53,ROHOIC,309.0,360.0
53,SUTHERLA,1038.0,604.0
53,WHITE OA,374.0,113.0
57,## Provi,0.0,1.0
57,CENTRAL,619.0,521.0
57,Central ,315.0,305.0
57,GREATER ,503.0,537.0
57,NORTH,395.0,721.0
57,SOUTH,825.0,457.0
59,## Provi,0.0,0.0
59,ALBAN,511.0,1308.0
59,ALDRIN,513.0,1121.0
59,ARMFIELD,427.0,786.0
59,Armstron,667.0,1458.0
59,BAILEYS,396.0,1564.0
59,BARCROFT,238.0,558.0
59,BELLE HA,471.0,816.0
59,BELLEVIE,405.0,940.0
59,BELVEDER,256.0,681.0
59,BELVOIR,463.0,894.0
59,BLAKE,697.0,1848.0
59,BONNIE B,450.0,997.0
59,BREN MAR,417.0,1652.0
59,BRISTOW,380.0,1293.0
59,BROOK HI,458.0,934.0
59,BROOKFIE,732.0,1736.0
59,BUCKNELL,391.0,1592.0
59,BULL RUN,670.0,603.0
59,BURKE,833.0,1916.0
59,BURKE CE,890.0,1802.0
59,BUSH HIL,663.0,1324.0
59,CAMELOT,354.0,538.0
59,CAMERON,200.0,506.0
59,CAMERON ,661.0,1147.0
59,CANTERBU,793.0,1601.0
59,CARDINAL,470.0,942.0
59,CARSON,447.0,893.0
59,CEDAR LA,238.0,527.0
59,CENTERPO,436.0,1238.0
59,CENTRE R,578.0,1379.0
59,CENTREVI,801.0,1821.0
59,CHAIN BR,656.0,941.0
59,CHANTILL,627.0,1132.0
59,CHAPEL,545.0,860.0
59,CHERRY R,700.0,1028.0
59,CHESTERB,475.0,911.0
59,CHURCHIL,276.0,532.0
59,CLEARVIE,917.0,1498.0
59,CLERMONT,517.0,1093.0
59,CLIFTON,1425.0,1081.0
59,COATES,485.0,1607.0
59,COLCHEST,538.0,605.0
59,COLUMBIA,500.0,1219.0
59,COLVIN,611.0,844.0
59,COMPTON,165.0,302.0
59,COOPER,441.0,638.0
59,CRESTWOO,520.0,1113.0
59,CROSSROA,101.0,596.0
59,CUB RUN,890.0,1324.0
59,Central ,0.0,0.0
59,DANBURY,132.0,316.0
59,DEER PAR,881.0,1052.0
59,DIFFICUL,203.0,211.0
59,DOGWOOD,576.0,1880.0
59,EAGLE VI,686.0,1262.0
59,EDSALL,381.0,932.0
59,EL NIDO,369.0,813.0
59,FAIR LAK,618.0,1309.0
59,FAIR OAK,615.0,1350.0
59,FAIRFAX ,443.0,506.0
59,FAIRFIEL,178.0,1259.0
59,FAIRVIEW,992.0,1819.0
59,FLINT HI,677.0,1058.0
59,FLORIS,836.0,1450.0
59,FORESTDA,222.0,609.0
59,FORESTVI,910.0,870.0
59,FORT BUF,260.0,972.0
59,FORT HUN,532.0,839.0
59,FOUNTAIN,1163.0,1136.0
59,FOX MILL,1055.0,1729.0
59,FRANCONI,518.0,1519.0
59,FRANKLIN,198.0,391.0
59,FREEDOM ,423.0,904.0
59,FRYING P,468.0,1345.0
59,GARFIELD,605.0,1644.0
59,GLADE,561.0,1708.0
59,GLEN FOR,394.0,1309.0
59,GREAT FA,551.0,626.0
59,GREEN TR,814.0,1636.0
59,GREENBRI,0.0,0.0
59,GREENSPR,452.0,844.0
59,GREENWAY,546.0,1713.0
59,GROSVENO,293.0,1056.0
59,GROVETON,257.0,1005.0
59,GUNSTON,735.0,806.0
59,HAYCOCK,396.0,937.0
59,HAYFIELD,614.0,838.0
59,HERITAGE,546.0,1763.0
59,HERNDON ,0.0,0.0
59,HICKORY,792.0,988.0
59,HIDDEN M,580.0,820.0
59,HOLLIN H,533.0,968.0
59,HOLMES #,0.0,0.0
59,HUGHES,458.0,1777.0
59,HUMMER,374.0,761.0
59,HUNT VAL,485.0,802.0
59,HUNTERS ,0.0,0.0
59,HUNTINGT,488.0,1717.0
59,HUNTLEY,487.0,1110.0
59,HUTCHISO,289.0,1118.0
59,HYBLA VA,269.0,1744.0
59,IRVING,587.0,953.0
59,ISLAND C,456.0,1129.0
59,KEENE MI,360.0,718.0
59,KENMORE,694.0,1117.0
59,KILMER,606.0,1682.0
59,KINGS PA,539.0,943.0
59,KINGSTOW,559.0,1510.0
59,KIRBY,323.0,749.0
59,KIRKSIDE,262.0,872.0
59,LAKE BRA,658.0,1726.0
59,LANE,468.0,1533.0
59,LANGLEY,429.0,614.0
59,LAUREL,842.0,1604.0
59,LAUREL H,630.0,1741.0
59,LEES COR,480.0,819.0
59,LINCOLNI,448.0,1402.0
59,LITTLE R,306.0,567.0
59,LONDON T,630.0,1644.0
59,LONGFELL,440.0,919.0
59,LORTON,269.0,1106.0
59,LORTON C,366.0,843.0
59,LORTON S,451.0,1616.0
59,LYNBROOK,332.0,1008.0
59,MADISON,128.0,402.0
59,MAGARITY,533.0,1469.0
59,MANTUA,431.0,884.0
59,MARLAN,464.0,825.0
59,MARSHALL,625.0,2171.0
59,MASONVIL,509.0,1160.0
59,MCLEAN,462.0,727.0
59,MCNAIR,495.0,1594.0
59,MERRIFIE,712.0,2586.0
59,MONUMENT,665.0,1581.0
59,MOSBY,470.0,1387.0
59,MOUNT EA,260.0,1196.0
59,NAVY,724.0,1251.0
59,NEWGATE ,0.0,0.0
59,NEWINGTO,984.0,2085.0
59,NORTH PO,729.0,1224.0
59,NORTH SP,828.0,1738.0
59,NOTTOWAY,523.0,1312.0
59,OAK HILL,480.0,898.0
59,OAK MARR,819.0,1210.0
59,OAKTON,593.0,861.0
59,OLD MILL,0.0,0.0
59,OLDE CRE,406.0,736.0
59,ORANGE,944.0,1421.0
59,PARKLAWN,397.0,948.0
59,PARKWAY,609.0,797.0
59,PENDERBR,710.0,1468.0
59,PIMMIT,648.0,1342.0
59,PINE RID,418.0,1024.0
59,PINE SPR,351.0,1057.0
59,PINEWOOD,244.0,1434.0
59,PIONEER,599.0,1743.0
59,PLAZA,102.0,561.0
59,POE,461.0,1066.0
59,POHICK,342.0,864.0
59,POPES HE,484.0,464.0
59,POPLAR T,662.0,1033.0
59,POWELL,820.0,1914.0
59,PRICE,411.0,813.0
59,RAVENSWO,421.0,716.0
59,RAVENWOO,382.0,1051.0
59,RESTON #,0.0,0.0
59,RIDGELEA,281.0,471.0
59,RIVERSID,516.0,720.0
59,ROBINSON,887.0,1599.0
59,ROCKY RU,1047.0,1440.0
59,ROSE HIL,930.0,1727.0
59,ROTONDA,226.0,545.0
59,SAINT AL,0.0,0.0
59,SALONA #,0.0,0.0
59,SANGSTER,540.0,736.0
59,SARATOGA,739.0,1461.0
59,SENECA,910.0,1076.0
59,SHERWOOD,299.0,868.0
59,SHOUSE,471.0,807.0
59,SHREVE,251.0,646.0
59,SIDEBURN,823.0,1061.0
59,SIGNAL H,642.0,1151.0
59,SILVERBR,909.0,1126.0
59,SKYLINE,235.0,1184.0
59,SLEEPY H,258.0,599.0
59,SOUTH CO,736.0,1063.0
59,SOUTH LA,637.0,1984.0
59,SOUTH RU,786.0,923.0
59,SPINDLE,330.0,886.0
59,SPRING H,426.0,676.0
59,STONE NO,391.0,758.0
59,STONE SO,300.0,731.0
59,STONECRO,448.0,529.0
59,STRATFOR,614.0,972.0
59,STUART,266.0,559.0
59,SUGARLAN,823.0,1324.0
59,SUNRISE ,348.0,700.0
59,SYDENSTR,741.0,1187.0
59,TERRA CE,539.0,950.0
59,THOREAU,531.0,1189.0
59,TIMBER L,445.0,1426.0
59,TYSONS,398.0,1058.0
59,UNIVERSI,403.0,1998.0
59,VALE,548.0,765.0
59,VALLEY,608.0,1082.0
59,VAN DORN,542.0,1606.0
59,VIENNA #,0.0,0.0
59,VILLA,457.0,814.0
59,VILLAGES,653.0,1673.0
59,VIRGINIA,0.0,0.0
59,WAKEFIEL,432.0,954.0
59,WALKER,596.0,1365.0
59,WALNUT H,599.0,1494.0
59,WAPLES M,1064.0,1416.0
59,WAYNEWOO,303.0,531.0
59,WEST SPR,628.0,1134.0
59,WESTBRIA,651.0,1373.0
59,WESTGATE,1038.0,1096.0
59,WESTHAMP,415.0,855.0
59,WESTLAWN,288.0,827.0
59,WESTMORE,267.0,516.0
59,WEYANOKE,404.0,1443.0
59,WHITE OA,574.0,1274.0
59,WILLOW S,676.0,905.0
59,WILLSTON,235.0,935.0
59,WOLFTRAP,742.0,1297.0
59,WOODBURN,297.0,863.0
59,WOODLAWN,561.0,1831.0
59,WOODLEY,586.0,1068.0
59,WOODSON,617.0,1026.0
59,WOODYARD,854.0,812.0
61,## Provi,0.0,0.0
61,AIRLIE,1073.0,615.0
61,BALDWIN ,634.0,386.0
61,BEALETON,1401.0,828.0
61,BROAD RU,915.0,494.0
61,CASANOVA,554.0,323.0
61,CATLETT,1476.0,475.0
61,COURTHOU,1115.0,917.0
61,Central ,0.0,0.0
61,KETTLE R,626.0,200.0
61,LEEDS,885.0,690.0
61,LOIS,633.0,242.0
61,MARSHALL,1116.0,694.0
61,MORRISVI,1057.0,342.0
61,NEW BALT,1121.0,518.0
61,OPAL,624.0,237.0
61,REMINGTO,1234.0,604.0
61,SPRINGS ,584.0,322.0
61,THE PLAI,796.0,718.0
61,VINT HIL,1675.0,870.0
61,WARRENTO,985.0,853.0
61,WATERLOO,1239.0,636.0
63,## Provi,4.0,0.0
63,BURKS FO,950.0,309.0
63,COURTHOU,774.0,449.0
63,Central ,554.0,433.0
63,INDIAN V,1055.0,271.0
63,LITTLE R,963.0,456.0
63,LOCUST G,993.0,382.0
65,## Provi,7.0,9.0
65,COLUMBIA,997.0,729.0
65,CUNNINGH,1556.0,780.0
65,Central ,803.0,975.0
65,FORK UNI,959.0,905.0
65,PALMYRA,1373.0,1224.0
65,RIVANNA,1330.0,1138.0
67,## Provi,9.0,3.0
67,BONBROOK,1000.0,301.0
67,BOONES M,1042.0,349.0
67,BOWMANS,422.0,154.0
67,BURNT CH,1248.0,437.0
67,CALLAWAY,855.0,257.0
67,COOPERS ,789.0,193.0
67,Central ,1310.0,762.0
67,DICKINSO,274.0,220.0
67,DUDLEY,646.0,245.0
67,ENDICOTT,509.0,135.0
67,FERRUM,479.0,200.0
67,FORK MOU,473.0,117.0
67,GLADE HI,1081.0,315.0
67,GOGGINSV,696.0,218.0
67,HENRY,979.0,206.0
67,HODGESVI,184.0,73.0
67,PENHOOK,744.0,307.0
67,ROCKY MO,0.0,0.0
67,SCRUGGS,2009.0,651.0
67,SNOW CRE,563.0,142.0
67,SONTAG,723.0,466.0
67,WAIDSBOR,605.0,201.0
69,## Provi,14.0,12.0
69,ALBIN,1105.0,402.0
69,ARMEL,1050.0,546.0
69,ASH HOLL,999.0,659.0
69,CANTERBU,1328.0,625.0
69,CARPERS ,1145.0,597.0
69,CEDAR CR,798.0,324.0
69,CLEAR BR,802.0,239.0
69,Central ,1945.0,1230.0
69,GAINESBO,857.0,175.0
69,GORE,1353.0,343.0
69,GREENWOO,1641.0,927.0
69,KERNSTOW,1224.0,560.0
69,MILLBROO,808.0,453.0
69,NAIN,1153.0,426.0
69,NEFF'S T,1308.0,795.0
69,NEWTOWN,1432.0,724.0
69,PARKIN'S,1072.0,529.0
69,REDLAND,1493.0,527.0
69,RUSSELLS,1112.0,314.0
69,SHENANDO,640.0,279.0
69,STEPHENS,1199.0,609.0
69,WHITE HA,1605.0,637.0
71,## Provi,0.0,1.0
71,Central ,457.0,220.0
71,EGGLESTO,420.0,171.0
71,GLEN LYN,92.0,20.0
71,NARROWS,1150.0,316.0
71,NEWPORT,513.0,280.0
71,PEARISBU,1422.0,417.0
71,PEMBROKE,1075.0,341.0
71,RICH CRE,369.0,87.0
71,STAFFORD,247.0,70.0
71,WHITE GA,165.0,27.0
73,## Provi,9.0,5.0
73,ACHILLES,1647.0,511.0
73,BOTETOUR,1368.0,604.0
73,COURTHOU,896.0,466.0
73,Central ,894.0,623.0
73,HARCUM,950.0,354.0
73,HAYES,1229.0,579.0
